llama ɟ͡ʝama
[ˈɟ͡ʝa.ma] ʎama
[ˈʃa.ma] ʒama
llama ɟ͡ʝama
[ˈɟ͡ʝa.ma] ʎama
[ˈʃa.ma] ʒama
yak ɟ͡ʝak
[ˈɟ͡ʝak] ʃak
bongo bõŋɡo
color koloɾ
color koloɾ
kiwi kiwi
pariente paɾjẽn̪t̪e
general xeneɾal
general xeneɾal
wiki wiki
tamale t̪amale
kerosene keɾosene
mundo mũn̪d̪o
banana banana
mi mi
boom bũm
sombrero sõmbɾeɾo
pi pi
habitual aβ̞it̪wal
frijoles fɾixoles
caracal kaɾakal
o o
after aft̪eɾ
guacamole ɡwakamole
stand st̪ãn̪d̪
mouse mau̯s
navy nei̯β̞i
lama lama
lama lama
lupus lupus
hobby xoβ̞i
animal animal
sepia sepja
abuela aβ̞wela
novio noβ̞jo
novia noβ̞ja
pupa pupa
pupa pupa
abuelo aβ̞welo
beso beso
tortilla t̪oɾt̪iʝa
[t̪oɾˈt̪i.ʝa] t̪oɾt̪iʎa
[t̪oɾˈt̪i.ʃa] t̪oɾt̪iʒa
finger fĩŋɡeɾ
balido balið̞o
bosque boske
grito ɡɾit̪o
safari safaɾi
WA wa
red reð̞
carne kaɾne
amiga amiɣ̞a
mosquito moskit̪o
grupo ɡɾupo
grupo ɡɾupo
ajo axo
ajo axo
marina maɾina
ventana bẽn̪t̪ana
yes ɟ͡ʝes
[ˈɟ͡ʝes] ʃes
avocado aβ̞okað̞o
sol sol
sol sol
sol sol
familia familja
salsa salsa
mariquita maɾikit̪a
toros koˌrið̞a ð̞e t̪oɾos
gripe ɡɾipe
mariposa maɾiposa
tápalo t̪apalo
sangría sãŋɡɾia
matadero mat̪að̞eɾo
remontado remõn̪t̪að̞o
seguidilla seɣ̞ið̞iʝa
[se.ɣ̞iˈð̞i.ʝa] seɣ̞ið̞iʎa
[se.ɣ̞iˈð̞i.ʃa] seɣ̞ið̞iʒa
chocolate t͡ʃokolat̪e
handicap ãn̪d̪ikap
granada ɡɾanað̞a
coral koɾal
coral koɾal
remonta remõn̪t̪a
pico piko
juramento xuɾamẽn̪t̪o
graffiti ɡɾafit̪i
huevos w̝eβ̞os
burro buro
magia maxja
huevo w̝eβ̞o
plata plat̪a
juramentado xuɾamẽn̪t̪að̞o
humo umo
piñata piɲat̪a
acre akɾe
son sõn
boulevard buleβ̞aɾð̞
moro moɾo
boy boi̯
computadora kõmput̪að̞oɾa
viña biɲa
loco loko
loco loko
man mãn
conejo konexo
pupitre pupit̪ɾe
escritorio eskɾit̪oɾjo
teléfono t̪elefono
pato pat̪o
matador mat̪að̞oɾ
mundo ˌõmbɾe ð̞el mũn̪d̪o
guerra ˌõmbɾe ð̞e ɣ̞era
helado elað̞o
reloj relox
pollo poʝo
[ˈpo.ʝo] poʎo
[ˈpo.ʃo] poʒo
lampa lãmpa
saya saʝa
[ˈsa.ʝa] saʃa
gallo ɡaʝo
[ˈɡa.ʝo] ɡaʎo
[ˈɡa.ʃo] ɡaʒo
gallo ɡaʝo
[ˈɡa.ʝo] ɡaʎo
[ˈɡa.ʃo] ɡaʒo
gallo ɡaʝo
[ˈɡa.ʝo] ɡaʎo
[ˈɡa.ʃo] ɡaʒo
torta t̪oɾt̪a
día d̪ia
pizza pit̪sa
[ˈpiɣ̞.sa] piθa
rato rat̪o
rato rat̪o
mapa mapa
as as
español espaɲol
español espaɲol
simba sĩmba
right rai̯t̪
re re
leche let͡ʃe
pants pãn̪t̪s
nada nað̞a
friend fɾẽn̪d̪
borne boɾne
molar molaɾ
larva laɾβ̞a
rata rat̪a
rata rat̪a
pata pat̪a
pata pat̪a
química ˌfoɾmula kimika
liberal liβ̞eɾal
tundra t̪ũn̪d̪ɾa
alas alas
vuelta ˌið̞a i β̞wel̪t̪a
capital kapit̪al
capital kapit̪al
dodo d̪oð̞o
chat t͡ʃat̪
vocal bokal
vocal bokal
vapor bapoɾ
feed fið̞
reactor reaɣ̞t̪oɾ
claque klake
he e
cliché klit͡ʃe
pin pĩn
pin pĩn
bet bet̪
we we
factor faɣ̞t̪oɾ
conductor kõn̪d̪uɣ̞t̪oɾ
conductor kõn̪d̪uɣ̞t̪oɾ
cable kaβ̞le
tractor t̪ɾaɣ̞t̪oɾ
candor kãn̪d̪oɾ
actor aɣ̞t̪oɾ
actor aɣ̞t̪oɾ
reset riset̪
exterior eɣ̞st̪eɾjoɾ
remake rimei̯k
ye ɟ͡ʝe
[ˈɟ͡ʝe] ʃe
look luk
interior ĩn̪t̪eɾjoɾ
funeral funeɾal
bug baɣ̞
[ˈboɣ̞] buɣ̞
break bɾei̯k
canal kanal
verbal beɾβ̞al
parasol paɾasol
mama mama
vermú beɾmu
bacteria baɣ̞t̪eɾja
bat bat̪
limo limo
shake ʃei̯k
vero beɾo
ideal ið̞eal
criminal kɾiminal
shot ʃot̪
hit xit̪
albero alβ̞eɾo
crush kɾuʃ
do d̪o
swing swĩn
bol bol
split esplit̪
crisis kɾisis
anchor ãnʲt͡ʃoɾ
spin espĩn
chin t͡ʃĩn
control kõn̪t̪ɾol
collar koʝaɾ
[koˈʝaɾ] koʎaɾ
[koˈʃaɾ] koʒaɾ
rumor rumoɾ
era eɾa
era eɾa
show ʃou̯
[ˈt͡ʃou̯] sou̯
simple sĩmple
simple sĩmple
strike st̪ɾai̯k
cake kei̯k
bien bjẽn
et et̪
pay pai̯
varón baɾõn
pos pos
living liβ̞ĩn
barón baɾõn
chingón t͡ʃĩŋɡõn
bridge bɾit͡ʃ
piano pjano
doctor d̪oɣ̞t̪oɾ
base base
chan t͡ʃãn
katana kat̪ana
plasma plazma
round rãũn̪d̪
cover koβ̞eɾ
flow flou̯
mal mal
virrey birei̯
display d̪isplei̯
hanzi xãnsi
sal sal
sensei sẽnsei̯
shock ʃok
set set̪
torque t̪oɾke
torque t̪oɾke
mana mana
mana mana
mana mana
lifting lift̪ĩn
sábado saβ̞að̞o
ano ano
flash flaʃ
ese ese
clutch klot͡ʃ
metrosexual met̪ɾoseɣ̞swal
waffle w̝afle
metal met̪al
workshop woɾɣ̞ʃop
tanto t̪ãn̪t̪o
outlet au̯t̪let̪
san sãn
san sãn
mole mole
mole mole
sake sake
hospital ospit̪al
errata erat̪a
anime anime
anime anime
box boɣ̞s
pub paβ̞
party paɾt̪i
manga mãŋɡa
manga mãŋɡa
manga mãŋɡa
still est̪il
mayor maʝoɾ
[maˈʝoɾ] maʃoɾ
mayor maʝoɾ
[maˈʝoɾ] maʃoɾ
domingo d̪omĩŋɡo
house xau̯s
snow ezno
nadir nað̞iɾ
full ful
short ʃoɾt̪
homosexual omoseɣ̞swal
pipe pipe
crema kɾema
crema kɾema
u u
e e
latino lat̪ino
rifle rifle
hardware xaɾð̞weɾ
[ˈxa.rweɾ] xaɾɣ̞weɾ
Philippines) nat̪si
paper pei̯peɾ
link lĩŋk
las las
output au̯ð̞put̪
cuerpo kweɾpo
sangre sãŋɡɾe
host xost̪
jaguar xaɣ̞waɾ
millón miʝõn
[miˈʝõn] miʎõn
[miˈʃõn] miʒõn
kimono kimono
floro floɾo
árbol aɾβ̞ol
música musika
juta xut̪a
miel mjel
eclipse ekliβ̞se
maison mesõn
jueves xweβ̞es
gamma ɡama
flor floɾ
theta t̪et̪a
libro liβ̞ɾo
ni ni
digamma d̪iɣ̞ama
iota iot̪a
[ˈɟ͡ʝo.t̪a] iot̪a
okapi okapi
tulipán t̪ulipãn
beta bet̪a
cor koɾ
osso oso
pesca peska
eta et̪a
casa kasa
uva uβ̞a
lunar lunaɾ
talo t̪alo
calle kaʝe
[ˈka.ʝe] kaʎe
[ˈka.ʃe] kaʒe
lambda lãmd̪a
xi si
mela mela
delta d̪el̪t̪a
delta d̪el̪t̪a
natural nat̪uɾal
kappa kapa
café kafe
idea ið̞ea
fe fe
test t̪est̪
echo et͡ʃo
mu mu
kilo kilo
kayak kaʝak
[kaˈʝak] kaʃak
sonar sonaɾ
Spain) θiɣ̞aɾiʝo
Latin-America) siɣ̞aɾiʝo
[si.ɣ̞aˈɾi.ʎo] siɣ̞aɾiʃo
co ko
ge xe
ca ka
escudo eskuð̞o
bus bus
info ĩɱfo
rho ro
argentine aɾxẽn̪t̪ine
croissant kɾwasãn
pis pis
semiconductor semikõn̪d̪uɣ̞t̪oɾ
milkshake milɣ̞ʃei̯k
resistor resist̪oɾ
omega omeɣ̞a
terminal t̪eɾminal
terminal t̪eɾminal
laurel lau̯ɾel
labor laβ̞oɾ
acusado akusað̞o
micro mikɾo
micro mikɾo
micro mikɾo
micro mikɾo
multi mul̪t̪i
tri t̪ɾi
tri t̪ɾi
amargura amaɾɣ̞uɾa
mus mus
individual ĩn̪d̪iβ̞ið̞wal
error eroɾ
tile t̪ile
pe pe
toro t̪oɾo
toro t̪oɾo
toro t̪oɾo
mega meɣ̞a
slash eslaʃ
ele ele
uve uβ̞e
lava laβ̞a
lava laβ̞a
jet ɟ͡ʝet̪
[ˈɟ͡ʝet̪] ʃet̪
vodka boð̞ka
bagel baɣ̞el
testa t̪est̪a
tomate t̪omat̪e
staff est̪af
oveja oβ̞exa
palomita palomit̪a
vector beɣ̞t̪oɾ
crash kɾaʃ
pisa pisa
mies mjes
vid bið̞
sigma siɣ̞ma
psi si
feta fet̪a
destino d̪est̪ino
pun pũn
cola kola
cola kola
cola kola
es es
visa bisa
mail mei̯l
share ʃeɾ
ola ola
caveat kaβ̞eat̪
ampere ãmpeɾe
joule ɟ͡ʝul
[ˈɟ͡ʝul] ʃul
ohm õm
pascal paskal
lux luɣ̞s
candela kãn̪d̪ela
banjos bãŋxos
watt wat̪
lumen lumẽn
negro neɣ̞ɾo
negro neɣ̞ɾo
hockey xokei̯
tuberculosis t̪uβ̞eɾkulosis
temple t̪ẽmple
promo pɾomo
miasmas mjazmas
pop pop
judo xuð̞o
[ˈɟ͡ʝu.ð̞o] ɟ͡ʝuð̞o
[ˈʃu.ð̞o] ʒuð̞o
la la
flux fluɣ̞s
cuerno kweɾno
jersey xeɾsei̯
spam spãm
tau t̪au̯
miasma mjazma
collage kolaʃ
computador kõmput̪að̞oɾ
sí si
penumbra penũmbɾa
ordenador oɾð̞enað̞oɾ
gym ɟ͡ʝĩm
[ˈɟ͡ʝĩm] ʃĩm
wasabi wasaβ̞i
brioche bɾjot͡ʃe
estado est̪að̞o
altar al̪t̪aɾ
cacahuate kakawat̪e
hermanas eɾmanas
mate mat̪e
mate mat̪e
mate mat̪e
mate mat̪e
labia laβ̞ja
drone d̪ɾõn
maní mani
ido ið̞o
agua aɣ̞wa
petrel pet̪ɾel
score eskoɾ
cheque t͡ʃeke
achiote at͡ʃjot̪e
hernia eɾnja
forte foɾt̪e
sunroof sãnruf
ADN ˌa ˌð̞e ene
té t̪e
perfume peɾfume
barranca barãŋka
flamingo flamĩŋɡo
bracket bɾaket̪
cocoa kokoa
rock rok
cobra koβ̞ɾa
panda pãn̪d̪a
panda pãn̪d̪a
club kluβ̞
patata pat̪at̪a
manual manwal
otoño ot̪oɲo
baba baβ̞a
propaganda pɾopaɣ̞ãn̪d̪a
ángel ãŋxel
mote mot̪e
mote mot̪e
drama d̪ɾama
atlas at̪las
festival fest̪iβ̞al
ska ska
pare paɾe
curio kuɾjo
curio kuɾjo
souvenir suβ̞eniɾ
bar baɾ
bar baɾ
bes bes
bes bes
kitsch kit͡ʃ
random rãn̪d̪õm
pelta pel̪t̪a
secreto sekɾet̪o
tuna t̪una
tuna t̪una
tuna t̪una
pope pope
real real
real real
corpus koɾpus
pudding puð̞ĩn
poeta poet̪a
fan fãn
nebulosa neβ̞ulosa
saber saβ̞eɾ
ex eɣ̞s
etimología et̪imoloxia
virgo biɾɣ̞o
nude nuð̞e
primavera pɾimaβ̞eɾa
primavera pɾimaβ̞eɾa
primavera pɾimaβ̞eɾa
hecatombe ekat̪õmbe
vespa bespa
timbre t̪ĩmbɾe
oasis oasis
vendo bẽn̪d̪o
vendo bẽn̪d̪o
torso t̪oɾso
don d̪õn
don d̪õn
dibujo d̪iβ̞uxo
tea t̪ea
hippie xipi
ser seɾ
video bið̞eo
sumo sumo
bestia best̪ja
bestia best̪ja
diagnosis d̪jaɣ̞nosis
series seɾjes
leo leo
lupa lupa
siete sjet̪e
italiano it̪aljano
italiano it̪aljano
italiano it̪aljano
saloon salũn
libra liβ̞ɾa
libra liβ̞ɾa
semifinal semifinal
cocodrilo kokoð̞ɾilo
slip eslip
pugna puɣ̞na
anaconda anakõn̪d̪a
nerd neɾð̞
chupacabras t͡ʃupakaβ̞ɾas
fenestra fenest̪ɾa
coyote koʝot̪e
[koˈʝo.t̪e] koʃot̪e
lagarto laɣ̞aɾt̪o
curry kuri
libido liβ̞ið̞o
smog ezmoɣ̞
ny ni
eles eles
plan plãn
anal anal
trust t̪ɾast̪
[ˈt̪ɾust̪] t̪ɾost̪
topo t̪opo
debate d̪eβ̞at̪e
veto bet̪o
salud saluð̞
mexicano mexikano
cabra kaβ̞ɾa
verme beɾme
pong pĩmpõn
fuga fuɣ̞a
auto au̯t̪o
auto au̯t̪o
arma aɾma
corporal koɾpoɾal
speaker spikeɾ
ros ros
ros ros
papa papa
papa papa
papa papa
rebaja reβ̞axa
rana rana
vermes beɾmes
lady lei̯ð̞i
mano mano
mano mano
local lokal
volantes bolãn̪t̪es
correr koreɾ
rosa rosa
canvas kãmbas
dandy d̪ãn̪d̪i
pluma pluma
corda koɾð̞a
ton t̪õn
comer komeɾ
cantar kãn̪t̪aɾ
dea d̪ea
nalga nalɣ̞a
espíritu espiɾit̪u
pero peɾo
mango mãŋɡo
mango mãŋɡo
canon kanõn
luna luna
natura nat̪uɾa
librería liβ̞ɾeɾia
acumen akumẽn
gel xel
lago laɣ̞o
elefante elefãn̪t̪e
querer keɾeɾ
portal poɾt̪al
phishing fiʃĩn
nuca nuka
famoso famoso
final final
final final
lid lið̞
diagonal d̪jaɣ̞onal
ritmo rið̞mo
ticket t̪iket̪
olio oljo
affair afeɾ
historia ist̪oɾja
alma alma
africano afɾikano
mongol mõŋɡol
mongol mõŋɡol
remo remo
biblioteca biβ̞ljot̪eka
materialismo mat̪eɾjalizmo
largo laɾɣ̞o
largo laɾɣ̞o
tapioca t̪apjoka
crack kɾak
crack kɾak
nos nos
pea pea
pera peɾa
actual aɣ̞t̪wal
pays pai̯s
pipis pipis
gris ɡɾis
santo sãn̪t̪o
lobo loβ̞o
hangar ãŋɡaɾ
araña aɾaɲa
meja mexa
materia mat̪eɾja
peluche pelut͡ʃe
pidgin pið̞xĩn
oca oka
oca oka
tilde t̪il̪d̪e
agenda axẽn̪d̪a
teenager t̪inei̯ʝeɾ
[t̪iˈnei̯.ʝeɾ] t̪inei̯ʃeɾ
heterosexual et̪eɾoseɣ̞swal
pedo peð̞o
cursor kuɾsoɾ
top t̪op
ajar axaɾ
chip t͡ʃip
buffet bufet̪
escape eskape
snack znak
anglo ãŋɡlo
anglo ãŋɡlo
abu aβ̞u
anosmia anozmja
lira liɾa
lira liɾa
trap t̪ɾap
blog bloɣ̞
sketch sket͡ʃ
inning inĩn
alias aljas
flamenco flamẽŋko
flamenco flamẽŋko
flamenco flamẽŋko
soul sou̯l
amateur amat̪eɾ
cornucopia koɾnukopja
niche nit͡ʃe
ante ãn̪t̪e
softball sovð̞β̞ol
hobbit xoβ̞it̪
septum seβ̞t̪ũm
alumna alũmna
noruego noɾweɣ̞o
noruego noɾweɣ̞o
variable baɾjaβ̞le
vela bela
vela bela
rival riβ̞al
GPS xepese
manager manaʝeɾ
[ˈma.na.ʝeɾ] manaʃeɾ
gulag ɡulaɣ̞
ayo aʝo
[ˈa.ʝo] aʃo
ibón iβ̞õn
baca baka
baca baka
hostel ost̪el
escritor eskɾit̪oɾ
níquel nikel
canguro kãŋɡuɾo
canguro kãŋɡuɾo
LSD elezð̞e
mayúscula maʝuskula
[maˈʝus.ku.la] maʃuskula
tostado ˌpãn̪ t̪ost̪að̞o
caviar kaβ̞jaɾ
ensayo ẽnsaʝo
[ẽnˈsa.ʝo] ẽnsaʃo
meme meme
fronte fɾõn̪t̪e
descubrimiento d̪eskuβ̞ɾimjẽn̪t̪o
ale ei̯l
minúscula minuskula
trabajo t̪ɾaβ̞axo
apa apa
film film
gravy ɡɾei̯β̞i
coda koð̞a
vino bino
madrileño mað̞ɾileɲo
sílaba silaβ̞a
hotel ot̪el
cacao kakao
serial seɾjal
punto pũn̪t̪o
gasolina ɡasolina
shawarma ʃawaɾma
giros xiɾos
bisexual biseɣ̞swal
uni uni
bob boβ̞
parsec paɾsek
loma loma
quinto kĩn̪t̪o
step st̪ep
anda ãn̪d̪a
kibi kiβ̞i
Philippines) papaɾat͡ʃi
carta kaɾt̪a
bruschetta bɾusket̪a
andar ãn̪d̪aɾ
tema t̪ema
memoria memoɾja
olla oʝa
[ˈo.ʝa] oʎa
[ˈo.ʃa] oʒa
dachshund d̪axsxũn̪t̪
[d̪axsˈxũn̪d̪] d̪axsũn̪d̪
tesoro t̪esoɾo
lumi lumi
vera beɾa
vera beɾa
nano nano
nono nono
runner raneɾ
whisky wiski
bistro bist̪ɾo
peta pet̪a
duda d̪uð̞a
common) alkool
dan d̪ãn
coma koma
coma koma
coma koma
cowboy kau̯β̞oi̯
dos d̪os
palazzo palat̪so
pagamento paɣ̞amẽn̪t̪o
marimba maɾĩmba
profeta pɾofet̪a
tornados t̪oɾnað̞os
yuki ɟ͡ʝuki
[ˈɟ͡ʝu.ki] ʃuki
polaco polako
polaco polako
sustantivo sust̪ãn̪t̪iβ̞o
cadenas kað̞enas
kebab keβ̞aβ̞
pasto past̪o
pasto past̪o
pavimento paβ̞imẽn̪t̪o
fideo fið̞eo
dedo d̪eð̞o
ostinato ost̪inat̪o
cupido kupið̞o
lord loɾð̞
bypass bai̯pas
fresa fɾesa
fresa fɾesa
single sĩŋɡle
single sĩŋɡle
pulga pulɣ̞a
adenitis að̞enit̪is
banca bãŋka
banca bãŋka
abuso aβ̞uso
ocarina okaɾina
ocho ot͡ʃo
substantivo sust̪ãn̪t̪iβ̞o
padre pað̞ɾe
nueve nweβ̞e
ablativo aβ̞lat̪iβ̞o
arco aɾko
hijos ixos
fame fame
domo d̪omo
hija ixa
cuatro kwat̪ɾo
palíndromo palĩn̪d̪ɾomo
aeroplano aeɾoplano
coach kot͡ʃ
hijo ixo
palabra palaβ̞ɾa
filial filjal
filial filjal
tsunami sunami
agricultura aɣ̞ɾikul̪t̪uɾa
tornado t̪oɾnað̞o
caos kaos
pianissimo pjanisimo
chaqueta t͡ʃaket̪a
chaqueta t͡ʃaket̪a
radical rað̞ikal
compartimiento kõmpaɾt̪imjẽn̪t̪o
toga t̪oɣ̞a
toga t̪oɣ̞a
gato ɡat̪o
gato ɡat̪o
gato ɡat̪o
crescendo kɾeʃẽn̪ˌd̪o} | {es pɾ
clave klaβ̞e
emperador ẽmpeɾað̞oɾ
rubia ruβ̞ja
bonus bonus
Philippines) ɟ͡ʝakusa
[ʃaˈku.sa] ʒakusa
Philippines) ɟ͡ʝakusa
[ʃaˈku.sa] ʒakusa
chambre t͡ʃãmbɾe
sobre soβ̞ɾe
albergo alβ̞eɾɣ̞o
tierra t̪jera
novel noβ̞el
húngaro ũŋɡaɾo
húngaro ũŋɡaɾo
reboot riβ̞ut̪
che t͡ʃe
che t͡ʃe
mesa mesa
cámara kamaɾa
cámara kamaɾa
catalán kat̪alãn
catalán kat̪alãn
albatros alβ̞at̪ɾos
guanto ɡwãn̪t̪o
catapulta kat̪apul̪t̪a
avellano aβ̞eʝano
[a.β̞eˈʝa.no] aβ̞eʎano
[a.β̞eˈʃa.no] aβ̞eʒano
latine lat̪ine
cantor kãn̪t̪oɾ
email imei̯l
pro pɾo
pro pɾo
segundo seɣ̞ũn̪d̪o
chart t͡ʃaɾt̪
adulto að̞ul̪t̪o
gente xẽn̪t̪e
vale bale
golem ɡolẽm
soprano sopɾano
soprano sopɾano
gata ɡat̪a
senior senjoɾ
agro aɣ̞ɾo
adagio að̞axjo
adagio að̞axjo
media með̞ja
kit kit̪
sampi sãmpi
pasta past̪a
performer peɾfoɾmeɾ
flan flãn
muñeca muɲeka
match mat͡ʃ
jade xað̞e
origami oɾiɣ̞ami
moral moɾal
moral moɾal
monas monas
fajita faxit̪a
lab laβ̞
abates aβ̞at̪es
abad aβ̞að̞
pirata piɾat̪a
húngara ũŋɡaɾa
alto al̪t̪o
alto al̪t̪o
ego eɣ̞o
abra aβ̞ɾa
magnate maɣ̞nat̪e
tenor t̪enoɾ
default d̪efol̪t̪
albino alβ̞ino
coro koɾo
falafel falafel
pancreatitis pãŋkɾeat̪it̪is
tour t̪uɾ
metro met̪ɾo
metro met̪ɾo
nirvana niɾβ̞ana
poro poɾo
mono mono
bacon bei̯kõn
lista list̪a
porta poɾt̪a
ira iɾa
nauta nau̯t̪a
hooligan xuliɣ̞ãn
pelo pelo
omelet omelet̪
byte bai̯t̪
ejemplo exẽmplo
abierto aβ̞jeɾt̪o
royal roʝal
[roˈʝal] roʃal
hardcore xaɾkoɾ
prion pɾjõn
hormiga oɾmiɣ̞a
humano ˌseɾ umano
teacher t̪it͡ʃeɾ
fax faɣ̞s
clan klãn
alba alβ̞a
loa loa
año aɲo
tumor t̪umoɾ
ayuntamiento aʝũn̪t̪amjẽn̪t̪o
[a.ʝũn̪.t̪aˈmjẽn̪.t̪o] aʃũn̪t̪amjẽn̪t̪o
tora t̪oɾa
mona mona
mona mona
mona mona
data d̪at̪a
menú menu
web weβ̞
avena aβ̞ena
tren t̪ɾẽn
corpus aˌβ̞eas koɾpus
transversal t̪ɾãnzβ̞eɾsal
aviso aβ̞iso
performance peɾfoɾmãns
rey rei̯
idiota ið̞jot̪a
quite kit̪e
fin fĩn
dossier d̪osjeɾ
lis lis
droga d̪ɾoɣ̞a
culo kulo
aire ai̯ɾe
aire ai̯ɾe
geek ɡik
nome nome
auriga au̯ɾiɣ̞a
maestro maest̪ɾo
pack pak
mnemotécnica mnemot̪eɣ̞nika
mates mat̪es
mates mat̪es
caverna kaβ̞eɾna
personal peɾsonal
personal peɾsonal
mes mes
paste past̪e
brie bɾi
vagina baxina
morgue moɾɣ̞e
ave aβ̞e
ave aβ̞e
japonés xapones
japonés xapones
tata t̪at̪a
tata t̪at̪a
tata t̪at̪a
monitor monit̪oɾ
monitor monit̪oɾ
pique pike
una una
latín lat̪ĩn
corno koɾno
corno koɾno
hora oɾa
hermano eɾmano
joystick t͡ʃoi̯st̪ik
[ɟ͡ʝoi̯sˈt̪ik] ɟ͡ʝoi̯st̪ik
[ʃoi̯sˈt̪ik] ʒoi̯st̪ik
langosta lãŋɡost̪a
taxi t̪aɣ̞si
interred ĩn̪t̪ereð̞
clown klõn
jazz ɟ͡ʝas
[ˈɟ͡ʝas] ʃas
sauna sau̯na
silo silo
veda beð̞a
bulldog bul̪d̪oɣ̞
chinchilla t͡ʃĩnʲt͡ʃiʝa
[t͡ʃĩnʲˈt͡ʃi.ʝa] t͡ʃĩnʲt͡ʃiʎa
[t͡ʃĩnʲˈt͡ʃi.ʃa] t͡ʃĩnʲt͡ʃiʒa
par paɾ
par paɾ
nutria nut̪ɾja
val bal
enigma eniɣ̞ma
cappuccino kaput͡ʃino
virus biɾus
des d̪es
noodle nuð̞el
pes pes
sentir sẽn̪t̪iɾ
bilabial bilaβ̞jal
pastoral past̪oɾal
lámina lamina
bolsillo bolsiʝo
[bolˈsi.ʝo] bolsiʎo
[bolˈsi.ʃo] bolsiʒo
marsupial maɾsupjal
like lai̯k
brownie bɾau̯ni
bolso bolso
bro bɾo
pulgar pulɣ̞aɾ
primate pɾimat̪e
snorkel eznoɾkel
espinilla espiniʝa
[es.piˈni.ʝa] espiniʎa
[es.piˈni.ʃa] espiniʒa
bahía baia
mar maɾ
paca paka
paca paka
paca paka
costa kost̪a
costa kost̪a
touchdown t̪at͡ʃð̞ãũn
ala ala
ala ala
kickboxing kiɣ̞β̞oɣ̞sĩn
pinta pĩn̪t̪a
pinta pĩn̪t̪a
favor faβ̞oɾ
porco poɾko
blogger bloɣ̞eɾ
tifón t̪ifõn
labiodental laβ̞joð̞ẽn̪t̪al
guagua ɡwaɣ̞wa
guagua ɡwaɣ̞wa
despertador d̪espeɾt̪að̞oɾ
tabor t̪aβ̞oɾ
integral ĩn̪t̪eɣ̞ɾal
puerta pweɾt̪a
máscara maskaɾa
tubo t̪uβ̞o
yo ɟ͡ʝo
[ˈɟ͡ʝo] ʃo
disco d̪isko
disco d̪isko
puente pwẽn̪t̪e
ritual rit̪wal
loba loβ̞a
wey wei̯
ojo oxo
saga saɣ̞a
moneda moneð̞a
madre mað̞ɾe
seco seko
jalapeño xalapeɲo
golf ɡolf
abogado aβ̞oɣ̞að̞o
dictador d̪iɣ̞t̪að̞oɾ
habanero aβ̞aneɾo
habanero aβ̞aneɾo
pesado pesað̞o
vara baɾa
cuchilla kut͡ʃiʝa
[kuˈt͡ʃi.ʝa] kut͡ʃiʎa
